TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63750747145986,26.2,1.1,10.0,0.1,15.0,0.0
63750747147006,26.9,1.9,10.0,0.1,15.0,0.0
63750747148031,27.4,2.4,10.0,0.0,15.0,0.0
63750747149059,28.4,3.4,10.0,0.0,15.0,0.0
63750747150081,27.8,2.7,10.0,0.1,15.0,0.0
63750747151108,28.7,3.6,10.0,0.1,15.0,0.0
63750747152131,29.6,4.6,10.0,0.1,15.0,0.2
63750747153169,30.0,5.0,10.0,0.0,15.0,0.0
63750747154195,28.4,3.4,10.0,0.1,15.0,0.0
63750747155216,29.6,4.5,10.0,0.1,15.0,0.0
63750747156251,27.8,2.8,10.0,0.0,15.0,0.0
63750747157294,34.3,9.3,10.0,0.0,15.0,0.1
63750747158328,28.4,3.4,10.0,0.1,15.0,0.0
63750747159361,28.7,3.6,10.0,0.1,15.0,0.0
63750747160384,26.2,1.2,10.0,0.0,15.0,0.0
63750747161428,29.2,4.1,10.0,0.1,15.0,0.0
63750747162451,26.5,1.5,10.0,0.1,15.0,0.0
63750747163469,29.0,4.0,10.0,0.0,15.0,0.0
63750747164498,26.7,1.6,10.0,0.1,15.0,0.0
